lease_id,asset_id,lessee,region,start_date,end_date,term_months,monthly_rent,status,termination_date
LSE-00507,AST-0374,Sellers-Riddle,Middle East,2026-05-06,2030-04-15,48,2661.26,Terminated,2027-01-03
LSE-00508,AST-0109,Miles and Sons,North America,2025-11-15,2029-10-25,48,10472.67,Terminated,2028-12-06
LSE-00509,AST-0421,"Morris, Wright and Bridges",APAC,2022-11-02,2023-10-28,12,2328.18,Active,
LSE-00510,AST-0160,Ray LLC,North America,2023-07-17,2028-06-20,60,9475.94,Active,
LSE-00511,AST-0269,Hayes-Schultz,LATAM,2024-09-11,2029-08-16,60,2716.78,Active,
LSE-00512,AST-0427,Powell Ltd,LATAM,2025-12-08,2027-11-28,24,3369.14,Expired,
LSE-00513,AST-0234,Gibson-Freeman,North America,2022-12-23,2023-12-18,12,8603.29,Expired,
LSE-00514,AST-0141,"Davis, Stanton and Reid",LATAM,2024-06-21,2027-06-06,36,6308.95,Expired,
LSE-00515,AST-0326,Flynn Group,Middle East,2025-01-14,2026-01-09,12,4783.37,Terminated,2025-07-16
LSE-00516,AST-0305,Summers-Simpson,EMEA,2022-09-06,2026-08-16,48,10510.53,Active,
LSE-00517,AST-0301,Morgan-Lane,APAC,2023-03-13,2028-02-15,60,2380.41,Active,
LSE-00518,AST-9051,Kramer-Shannon,Middle East,2024-05-23,2027-05-08,36,1539.51,Terminated,2026-06-27
LSE-00519,AST-0015,Garcia Group,Middle East,2025-05-11,2029-04-20,48,10318.95,Active,
LSE-00520,AST-0400,Alexander Inc,Middle East,2021-09-09,2023-08-30,24,7944.87,Expired,
LSE-00521,AST-0347,Harris-Barker,Middle East,2026-06-27,2028-06-16,24,5209.33,Active,
LSE-00522,AST-0011,"Turner, Baxter and Mcdowell",APAC,2022-04-04,2023-03-30,12,2021.61,Active,
LSE-00523,AST-0089,Wright-Watson,North America,2022-01-25,2026-12-30,60,3073.36,Expired,
LSE-00524,AST-0312,Williams Ltd,Middle East,2026-01-20,2029-01-04,36,7891.51,Terminated,2028-03-16
LSE-00525,AST-0217,"Fischer, Patterson and Davis",APAC,2023-02-10,2027-01-20,48,5778.48,Expired,
LSE-00526,AST-0112,Woods and Sons,Middle East,2022-01-28,2026-01-07,48,6487.34,Active,
LSE-00527,AST-0320,"Frazier, Smith and Dominguez",APAC,2024-07-12,2028-06-21,48,6382.41,Terminated,2024-09-25
LSE-00528,AST-0340,Benson-Woods,LATAM,2025-08-17,2028-08-01,36,7504.08,Terminated,2027-06-16
LSE-00529,AST-0153,Cross Inc,North America,2022-09-26,2023-09-21,12,4367.26,Active,
LSE-00530,AST-0142,Ibarra-Taylor,Middle East,2022-02-12,2025-01-27,36,3503.19,Expired,
LSE-00531,AST-0365,May Ltd,North America,2025-05-31,2028-05-15,36,6448.88,Active,
LSE-00532,AST-9480,"Elliott, Bishop and Martin",North America,2022-04-24,2023-04-19,12,9727.18,Expired,
LSE-00533,AST-0308,Fuller and Sons,LATAM,2023-05-03,2027-04-12,48,8794.76,Terminated,2024-04-13
LSE-00534,AST-0336,"Parks, Heath and Miller",EMEA,2026-02-18,2030-01-28,48,3483.4,Expired,
LSE-00535,AST-0215,Lawrence Group,LATAM,2022-02-07,2026-01-17,48,906.17,Active,
LSE-00536,AST-9872,Edwards-Taylor,North America,2023-05-04,2028-04-07,60,4446.42,Expired,
LSE-00537,AST-0366,Wright PLC,Middle East,2022-12-21,2024-12-10,24,10925.05,Terminated,2024-06-20
LSE-00538,AST-0344,"Mitchell, Pugh and Johnson",Middle East,2024-07-23,2027-07-08,36,10222.32,Active,
LSE-00539,AST-0431,Harris-Lawson,EMEA,2025-10-10,2030-09-14,60,1622.44,Active,
LSE-00540,AST-0066,Phillips-Brown,North America,2022-07-15,2025-06-29,36,9273.56,Terminated,2024-04-07
LSE-00541,AST-0094,Simpson Inc,Middle East,2026-01-09,2028-12-24,36,4585.76,Terminated,2026-10-23
LSE-00542,AST-0382,"Wheeler, Rice and Levine",APAC,2022-10-17,2025-10-01,36,10698.7,Active,
LSE-00543,AST-0191,Anderson-Valencia,Middle East,2026-06-18,2029-06-02,36,10288.96,Terminated,2027-12-04
LSE-00544,AST-0241,Payne-Thompson,APAC,2024-05-27,2025-05-22,12,7211.11,Expired,
LSE-00545,AST-0484,Smith Inc,APAC,2023-12-04,2028-11-07,60,10728.4,Active,
LSE-00546,AST-0257,Williams Inc,LATAM,2021-09-04,2022-08-30,12,4889.2,Expired,
LSE-00547,AST-0153,Hunter-Fuller,North America,2026-04-10,2030-03-20,48,10323.76,Active,
LSE-00548,AST-0071,Henderson-Morales,North America,2024-01-27,2026-01-16,24,11852.7,Active,
LSE-00549,AST-0458,"Jensen, Ramirez and Collins",Middle East,2024-10-04,2028-09-13,48,10417.53,Active,
LSE-00550,AST-0093,Mccann and Sons,LATAM,2024-02-15,2025-02-09,12,7756.88,Active,
LSE-00551,AST-0091,Willis-Hines,EMEA,2024-03-31,2027-03-16,36,5698.61,Terminated,2024-06-03
LSE-00552,AST-0108,"Jones, Hale and Blair",EMEA,2024-10-21,2026-10-11,24,6130.14,Terminated,2025-05-31
LSE-00553,AST-0391,Sanchez Group,APAC,2025-10-09,2026-10-04,12,5487.68,Active,
LSE-00554,AST-0220,"Lynch, Parker and Harmon",APAC,2022-03-07,2026-02-14,48,5990.1,Active,
LSE-00555,AST-0003,Smith and Sons,Middle East,2025-04-02,2026-03-28,12,8902.58,Active,
LSE-00556,AST-0487,Crawford LLC,LATAM,2025-01-21,2026-01-16,12,9203.75,Expired,
LSE-00557,AST-0272,"Green, Watson and Brady",EMEA,2024-03-07,2026-02-25,24,547.42,Active,
LSE-00558,AST-0376,"Tanner, Wise and Johnson",Middle East,2025-11-26,2027-11-16,24,10585.33,Active,
LSE-00559,AST-0160,Warren-Baker,EMEA,2025-07-30,2027-07-20,24,6288.37,Active,
LSE-00560,AST-0157,"Jones, Gibson and Ward",Middle East,2026-05-28,2028-05-17,24,1025.76,Active,
LSE-00561,AST-0486,"Jackson, Moore and Ayala",North America,2024-01-25,2027-01-09,36,6483.32,Active,
LSE-00562,AST-0269,"Sharp, Perez and Hicks",APAC,2026-01-03,2028-12-18,36,8397.97,Active,
LSE-00563,AST-0069,Sanchez Group,North America,2021-10-29,2024-10-13,36,6137.05,Expired,
LSE-00564,AST-0385,White Inc,North America,2023-05-26,2025-05-15,24,10929.28,Active,
LSE-00565,AST-0416,"Yang, Barnes and Morris",APAC,2024-04-29,2028-04-08,48,3079.7,Active,
LSE-00566,AST-0068,"Flores, Mckenzie and Duncan",EMEA,2023-08-28,2025-08-17,24,6303.29,Terminated,2025-06-21
LSE-00567,AST-0064,"Winters, White and Brock",North America,2022-03-13,2025-02-25,36,929.68,Terminated,2024-07-31
LSE-00568,AST-0449,Jones-Marshall,LATAM,2026-06-08,2029-05-23,36,7666.05,Expired,
LSE-00569,AST-0305,Murphy-Tran,EMEA,2022-12-31,2023-12-26,12,1054.7,Terminated,2023-03-11
LSE-00570,AST-0060,Carter LLC,Middle East,2021-08-25,2025-08-04,48,1921.34,Active,
LSE-00571,AST-0130,Marshall PLC,APAC,2025-03-31,2029-03-10,48,8494.71,Terminated,2026-07-24
LSE-00572,AST-9246,Oconnor PLC,Middle East,2026-05-22,2027-05-17,12,8109.14,Active,
LSE-00573,AST-0340,Hernandez Group,LATAM,2025-05-07,2030-04-11,60,7464.79,Active,
LSE-00574,AST-0071,"Reed, Franco and Wiley",North America,2021-09-22,2025-09-01,48,1706.51,Expired,
LSE-00575,AST-0369,Blake Group,EMEA,2026-04-14,2031-03-19,60,1811.14,Active,
LSE-00576,AST-0055,"Parker, Harris and Bird",APAC,2025-10-13,2029-09-22,48,2797.12,Active,
LSE-00577,AST-0135,Kaufman and Sons,APAC,2023-09-03,2028-08-07,60,4616.1,Expired,
LSE-00578,AST-0210,Williams and Sons,APAC,2025-02-09,2028-01-25,36,6803.6,Active,
LSE-00579,AST-0467,"Gutierrez, Huang and Ellis",APAC,2026-01-08,2027-12-29,24,4301.94,Terminated,2027-07-14
LSE-00580,AST-0002,"Davis, Anderson and Wilkins",North America,2025-04-15,2026-04-10,12,10105.17,Terminated,2025-08-09
LSE-00581,AST-0343,"Brown, Bates and Anderson",APAC,2021-12-23,2025-12-02,48,1535.95,Active,
LSE-00582,AST-0262,Howe-Long,APAC,2023-01-16,2024-01-11,12,10904.96,Terminated,2023-05-07
LSE-00583,AST-0330,Stewart-Nelson,APAC,2025-09-13,2027-09-03,24,11738.85,Active,
LSE-00584,AST-0136,Taylor PLC,Middle East,2021-12-23,2025-12-02,48,9851.55,Active,
LSE-00585,AST-0448,Martin Group,Middle East,2022-02-22,2023-02-17,12,4642.47,Expired,
LSE-00586,AST-0347,Herrera and Sons,Middle East,2023-02-26,2026-02-10,36,1832.86,Active,
LSE-00587,AST-0436,Baker-Wilson,North America,2023-10-31,2024-10-25,12,2091.54,Active,
LSE-00588,AST-0332,"Torres, Bush and Morrison",North America,2022-05-21,2024-05-10,24,10787.07,Active,
LSE-00589,AST-0490,Hernandez-Dawson,LATAM,2022-09-01,2027-08-06,60,8930.28,Active,
LSE-00590,AST-0191,Palmer-Byrd,Middle East,2026-05-16,2029-04-30,36,5108.94,Active,
LSE-00591,AST-0493,Johnson Group,North America,2022-11-21,2026-10-31,48,4935.73,Active,
LSE-00592,AST-0436,"Adkins, Wright and Murray",APAC,2025-10-23,2029-10-02,48,7961.73,Expired,
LSE-00593,AST-0409,Martinez Inc,LATAM,2025-07-24,2027-07-14,24,8505.95,Active,
LSE-00594,AST-0031,Anderson Group,APAC,2025-09-10,2027-08-31,24,10979.11,Active,
LSE-00595,AST-0248,"Pace, Miller and Willis",APAC,2023-06-10,2028-05-14,60,7530.22,Terminated,2024-08-14
LSE-00596,AST-0399,Johnson Inc,EMEA,2026-02-13,2029-01-28,36,8371.34,Terminated,2028-09-13
LSE-00597,AST-0430,"Ramos, Anderson and Stein",North America,2022-08-01,2024-07-21,24,6113.41,Active,
LSE-00598,AST-0455,Martinez-Dunlap,LATAM,2025-09-08,2029-08-18,48,1228.36,Active,
LSE-00599,AST-0336,"Hamilton, Ramsey and Crawford",EMEA,2021-11-09,2024-10-24,36,10485.82,Active,
LSE-00600,AST-0269,Thompson-Lewis,APAC,2023-06-29,2028-06-02,60,11745.8,Terminated,2024-11-28
LSE-00447,AST-0288,Ellis and Sons,Middle East,2024-07-12,2029-06-16,60,3067.23,Expired,
LSE-00405,AST-0156,"Henry, Jackson and Norton",LATAM,2025-03-02,2030-02-04,60,10113.13,Active,
LSE-00510,AST-0160,Ray LLC,North America,2023-07-17,2028-06-20,60,9475.94,Active,
LSE-00456,AST-0374,"Clark, Salinas and Guerra",Middle East,2025-03-09,2028-02-22,36,3549.94,Active,
LSE-00202,AST-0495,Aguilar and Sons,LATAM,2022-05-08,2026-04-17,48,8926.88,Active,
LSE-00024,AST-0041,"Haynes, Hill and Smith",APAC,2023-04-14,2027-03-24,48,6772.96,Terminated,2024-06-16
LSE-00416,AST-0026,Adams-Sanders,EMEA,2022-11-07,2024-10-27,24,5481.3,Expired,
LSE-00549,AST-0458,"Jensen, Ramirez and Collins",Middle East,2024-10-04,2028-09-13,48,10417.53,Active,
